Kind,Date,EntryTime,Strike,OptionType,Signal,Confidence,EntrySpot,EntryPremium,TargetNifty,SLNifty,EstHoldMin,ExitTime,ExitSpot,ExitPremium,ExitReason,HoldMin,PnLSpotPct,PnLPremiumPct,PnLRupees,RollingSig,DirectionSig,CrossAssetSig
OPEN,2026-04-29,14:05:41,24150,PE,BUY PE,39.4,24208.20,156.50,24168.0,24228.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY CE
EXIT,2026-04-29,14:05:41,24150,PE,BUY PE,39.4,24208.20,156.50,24168.0,24228.0,9.0,14:15:41,24209.30,155.45,TIMEOUT,10.0,-0.00,-0.67,-68,BUY PE,BUY PE,BUY CE
OPEN,2026-04-29,14:16:41,24150,PE,BUY PE,42.3,24211.25,151.00,24173.0,24230.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY CE
EXIT,2026-04-29,14:16:41,24150,PE,BUY PE,42.3,24211.25,151.00,24173.0,24230.0,9.0,14:26:41,24206.75,150.55,TIMEOUT,10.0,0.02,-0.30,-29,BUY PE,BUY PE,BUY CE
OPEN,2026-04-29,14:27:41,24150,PE,BUY PE,42.9,24196.20,150.55,24154.0,24217.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-29,14:27:41,24150,PE,BUY PE,42.9,24196.20,150.55,24154.0,24217.0,9.0,14:36:41,24203.65,156.60,TIMEOUT,9.0,-0.03,4.02,393,BUY PE,BUY PE,BUY PE
OPEN,2026-04-29,14:37:41,24150,PE,BUY PE,43.7,24199.25,156.60,24156.0,24221.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-04-29,14:44:41,24200,PE,BUY PE,40.9,24226.70,171.80,24183.0,24249.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-04-29,14:37:41,24150,PE,BUY PE,43.7,24199.25,156.60,24156.0,24221.0,9.0,14:44:41,24226.70,150.45,SL,7.0,-0.11,-3.93,-400,BUY PE,BUY PE,BUY PE
OPEN,2026-04-29,14:46:41,24150,PE,BUY PE,40.2,24214.75,150.60,24173.0,24236.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-29,14:44:41,24200,PE,BUY PE,40.9,24226.70,171.80,24183.0,24249.0,9.0,14:53:41,24208.45,179.25,TIMEOUT,9.0,0.08,4.34,484,BUY PE,BUY PE,NO TRADE
EXIT,2026-04-29,14:46:41,24150,PE,BUY PE,40.2,24214.75,150.60,24173.0,24236.0,9.0,14:56:41,24201.50,157.10,TIMEOUT,10.0,0.05,4.32,422,BUY PE,BUY PE,BUY PE
OPEN,2026-04-29,14:57:41,24150,PE,BUY PE,38.7,24201.30,157.10,24160.0,24222.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-29,14:57:41,24150,PE,BUY PE,38.7,24201.30,157.10,24160.0,24222.0,9.0,15:00:41,24186.25,159.00,FLIP,3.0,0.06,1.21,124,BUY PE,BUY PE,BUY PE
OPEN,2026-04-29,15:00:41,24200,CE,BUY CE,47.4,24193.90,199.05,24238.0,24172.0,29.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
OPEN,2026-04-29,15:14:41,24150,CE,BUY CE,48.3,24170.00,214.85,24212.0,24149.0,15.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
EXIT,2026-04-29,15:00:41,24200,CE,BUY CE,47.4,24193.90,199.05,24238.0,24172.0,29.0,15:14:41,24170.00,187.80,SL,14.0,-0.10,-5.65,-731,BUY CE,BUY CE,BUY CE
EXIT,2026-04-29,15:14:41,24150,CE,BUY CE,48.3,24170.00,214.85,24212.0,24149.0,15.0,15:26:41,24147.70,205.90,SL,12.0,-0.09,-4.17,-582,BUY CE,BUY CE,NO TRADE
OPEN,2026-04-29,15:27:41,24150,CE,BUY CE,50.7,24151.35,205.90,24191.0,24131.0,2.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-04-29,15:27:41,24150,CE,BUY CE,50.7,24151.35,205.90,24191.0,24131.0,2.0,15:30:41,24164.10,200.85,EOD,3.0,0.05,-2.45,-328,BUY CE,BUY CE,BUY CE
OPEN,2026-04-30,09:00:41,24150,PE,BUY PE,40.5,24177.65,179.00,24136.0,24199.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,09:00:41,24150,PE,BUY PE,40.5,24177.65,179.00,24136.0,24199.0,9.0,09:07:41,24177.65,179.00,FLIP,7.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,09:07:41,24050,CE,BUY CE,42.0,23996.95,254.05,24061.0,23965.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
EXIT,2026-04-30,09:07:41,24050,CE,BUY CE,42.0,23996.95,254.05,24061.0,23965.0,18.0,09:16:41,23996.95,254.05,FLIP,9.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
OPEN,2026-04-30,09:16:41,24000,PE,BUY PE,47.1,23975.15,0.00,23909.0,24008.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-04-30,09:17:41,23950,PE,BUY PE,47.3,23956.85,171.85,23890.0,23990.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-04-30,09:21:41,23900,PE,BUY PE,46.2,23914.45,154.30,23847.0,23948.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,09:16:41,24000,PE,BUY PE,47.1,23975.15,0.00,23909.0,24008.0,9.0,09:22:41,23888.50,233.35,TARGET,6.0,0.36,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-04-30,09:17:41,23950,PE,BUY PE,47.3,23956.85,171.85,23890.0,23990.0,9.0,09:22:41,23888.50,204.20,TARGET,5.0,0.29,18.82,2103,BUY PE,BUY PE,NO TRADE
OPEN,2026-04-30,09:30:41,23850,PE,BUY PE,45.5,23866.60,173.60,23795.0,23903.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,09:21:41,23900,PE,BUY PE,46.2,23914.45,154.30,23847.0,23948.0,9.0,09:31:41,23880.20,200.70,TIMEOUT,10.0,0.14,30.07,3016,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,09:32:41,23900,PE,BUY PE,46.9,23901.80,200.70,23832.0,23937.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,09:30:41,23850,PE,BUY PE,45.5,23866.60,173.60,23795.0,23903.0,9.0,09:34:41,23906.10,165.00,SL,4.0,-0.17,-4.95,-559,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,09:36:41,23850,PE,BUY PE,44.8,23899.60,165.00,23829.0,23935.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,09:32:41,23900,PE,BUY PE,46.9,23901.80,200.70,23832.0,23937.0,9.0,09:41:41,23913.05,180.55,TIMEOUT,9.0,-0.05,-10.04,-1310,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,09:43:41,23900,PE,BUY PE,42.9,23936.50,188.60,23865.0,23973.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,09:36:41,23850,PE,BUY PE,44.8,23899.60,165.00,23829.0,23935.0,9.0,09:43:41,23936.50,164.85,SL,7.0,-0.15,-0.09,-10,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,09:46:41,23950,PE,BUY PE,45.9,23952.10,196.70,23882.0,23987.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,09:48:41,23850,PE,BUY PE,43.5,23922.45,143.60,23850.0,23958.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,09:43:41,23900,PE,BUY PE,42.9,23936.50,188.60,23865.0,23973.0,9.0,09:52:41,23912.75,186.35,TIMEOUT,9.0,0.10,-1.19,-146,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,09:46:41,23950,PE,BUY PE,45.9,23952.10,196.70,23882.0,23987.0,9.0,09:56:41,23897.95,210.80,TIMEOUT,10.0,0.23,7.17,917,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,09:48:41,23850,PE,BUY PE,43.5,23922.45,143.60,23850.0,23958.0,9.0,09:58:41,23881.25,168.35,TIMEOUT,10.0,0.17,17.24,1609,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,09:59:41,23850,PE,BUY PE,41.0,23878.90,168.35,23810.0,23913.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,10:00:41,23800,PE,BUY PE,39.4,23863.05,156.50,23791.0,23899.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,09:59:41,23850,PE,BUY PE,41.0,23878.90,168.35,23810.0,23913.0,9.0,10:08:41,23847.90,194.10,TIMEOUT,9.0,0.13,15.30,1674,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,10:00:41,23800,PE,BUY PE,39.4,23863.05,156.50,23791.0,23899.0,9.0,10:10:41,23836.70,174.35,TIMEOUT,10.0,0.11,11.41,1160,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,10:11:41,23800,PE,BUY PE,37.6,23835.95,174.35,23771.0,23868.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,10:11:41,23800,PE,BUY PE,37.6,23835.95,174.35,23771.0,23868.0,9.0,10:12:41,23835.95,174.35,FLIP,1.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,10:12:41,23900,CE,BUY CE,36.2,23831.40,159.15,23896.0,23799.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-04-30,10:12:41,23900,CE,BUY CE,36.2,23831.40,159.15,23896.0,23799.0,18.0,10:15:41,23830.40,158.15,FLIP,3.0,-0.00,-0.63,-65,BUY PE,BUY CE,BUY PE
OPEN,2026-04-30,10:15:41,23800,PE,BUY PE,35.2,23828.05,182.05,23762.0,23861.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,NO TRADE,BUY CE
EXIT,2026-04-30,10:15:41,23800,PE,BUY PE,35.2,23828.05,182.05,23762.0,23861.0,9.0,10:17:41,23832.75,182.05,FLIP,2.0,-0.02,0.00,0,BUY PE,NO TRADE,BUY CE
OPEN,2026-04-30,10:17:41,23850,CE,BUY CE,37.2,23806.50,180.70,23872.0,23774.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-04-30,10:17:41,23850,CE,BUY CE,37.2,23806.50,180.70,23872.0,23774.0,18.0,10:19:41,23810.00,169.35,FLIP,2.0,0.01,-6.28,-738,BUY CE,BUY CE,BUY CE
OPEN,2026-04-30,10:19:41,23800,PE,BUY PE,37.4,23835.90,196.90,23768.0,23870.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY CE
OPEN,2026-04-30,10:24:41,23750,PE,BUY PE,36.1,23816.70,161.00,23751.0,23850.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY CE
EXIT,2026-04-30,10:19:41,23800,PE,BUY PE,37.4,23835.90,196.90,23768.0,23870.0,9.0,10:28:41,23826.25,192.25,TIMEOUT,9.0,0.04,-2.36,-302,BUY PE,BUY PE,BUY CE
OPEN,2026-04-30,10:29:41,23800,PE,BUY PE,38.0,23825.65,192.25,23762.0,23858.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,10:24:41,23750,PE,BUY PE,36.1,23816.70,161.00,23751.0,23850.0,9.0,10:33:41,23831.65,159.20,TIMEOUT,9.0,-0.06,-1.12,-117,BUY PE,BUY PE,BUY CE
OPEN,2026-04-30,10:34:41,23750,PE,BUY PE,37.1,23824.60,159.20,23763.0,23856.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,10:29:41,23800,PE,BUY PE,38.0,23825.65,192.25,23762.0,23858.0,9.0,10:39:41,23849.75,178.00,TIMEOUT,10.0,-0.10,-7.41,-926,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,10:40:41,23800,PE,BUY PE,38.0,23853.00,178.00,23792.0,23884.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,10:34:41,23750,PE,BUY PE,37.1,23824.60,159.20,23763.0,23856.0,9.0,10:43:41,23835.45,155.45,TIMEOUT,9.0,-0.05,-2.36,-244,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,10:45:41,23750,PE,BUY PE,35.7,23823.50,155.45,23761.0,23855.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,10:40:41,23800,PE,BUY PE,38.0,23853.00,178.00,23792.0,23884.0,9.0,10:50:41,23814.20,187.65,TIMEOUT,10.0,0.16,5.42,627,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,10:45:41,23750,PE,BUY PE,35.7,23823.50,155.45,23761.0,23855.0,9.0,10:55:41,23806.85,169.00,TIMEOUT,10.0,0.07,8.72,881,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,12:20:41,23950,CE,BUY CE,36.8,23879.70,161.55,23927.0,23856.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-04-30,12:20:41,23950,CE,BUY CE,36.8,23879.70,161.55,23927.0,23856.0,18.0,12:39:41,23902.25,165.80,TIMEOUT,19.0,0.09,2.63,276,BUY CE,BUY CE,BUY CE
OPEN,2026-04-30,12:40:41,23850,PE,BUY PE,35.5,23905.15,156.20,23857.0,23929.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-04-30,12:40:41,23850,PE,BUY PE,35.5,23905.15,156.20,23857.0,23929.0,9.0,12:44:41,23908.35,152.25,FLIP,4.0,-0.01,-2.53,-257,BUY CE,BUY PE,BUY PE
OPEN,2026-04-30,12:44:41,23950,CE,BUY CE,35.2,23906.95,169.50,23954.0,23883.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
OPEN,2026-04-30,13:01:41,24000,CE,BUY CE,35.4,23937.95,158.35,23980.0,23917.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY CE,NO TRADE
EXIT,2026-04-30,12:44:41,23950,CE,BUY CE,35.2,23906.95,169.50,23954.0,23883.0,18.0,13:02:41,23933.80,183.15,TIMEOUT,18.0,0.11,8.05,887,BUY CE,BUY CE,BUY CE
OPEN,2026-04-30,13:05:41,23950,CE,BUY CE,36.0,23924.75,177.85,23968.0,23903.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY CE,BUY PE
EXIT,2026-04-30,13:01:41,24000,CE,BUY CE,35.4,23937.95,158.35,23980.0,23917.0,18.0,13:19:41,23941.10,154.40,TIMEOUT,18.0,0.01,-2.49,-257,NO TRADE,BUY CE,NO TRADE
OPEN,2026-04-30,13:20:41,24000,CE,BUY CE,35.5,23947.60,154.40,23992.0,23926.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-04-30,13:05:41,23950,CE,BUY CE,36.0,23924.75,177.85,23968.0,23903.0,18.0,13:23:41,23959.20,177.60,TIMEOUT,18.0,0.14,-0.14,-16,NO TRADE,BUY CE,BUY PE
OPEN,2026-04-30,13:27:41,24050,CE,BUY CE,35.8,23976.15,148.85,24021.0,23954.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-04-30,13:20:41,24000,CE,BUY CE,35.5,23947.60,154.40,23992.0,23926.0,18.0,13:36:41,23993.35,176.20,TARGET,16.0,0.19,14.12,1417,BUY CE,BUY CE,BUY PE
EXIT,2026-04-30,13:27:41,24050,CE,BUY CE,35.8,23976.15,148.85,24021.0,23954.0,18.0,13:43:41,24010.50,153.70,FLIP,16.0,0.14,3.26,315,BUY CE,BUY CE,BUY PE
OPEN,2026-04-30,13:43:41,23950,PE,BUY PE,36.8,24019.00,146.85,23971.0,24043.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
OPEN,2026-04-30,13:44:41,24000,PE,BUY PE,37.3,24025.45,169.45,23977.0,24049.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
EXIT,2026-04-30,13:43:41,23950,PE,BUY PE,36.8,24019.00,146.85,23971.0,24043.0,9.0,13:48:41,24036.60,138.25,FLIP,5.0,-0.07,-5.86,-559,BUY CE,BUY PE,BUY CE
EXIT,2026-04-30,13:44:41,24000,PE,BUY PE,37.3,24025.45,169.45,23977.0,24049.0,9.0,13:48:41,24036.60,158.90,FLIP,4.0,-0.05,-6.23,-686,BUY CE,BUY PE,BUY CE
OPEN,2026-04-30,13:48:41,24050,CE,BUY CE,38.4,24024.65,186.15,24074.0,24000.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
OPEN,2026-04-30,13:49:41,24100,CE,BUY CE,36.9,24037.00,161.05,24086.0,24013.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
EXIT,2026-04-30,13:48:41,24050,CE,BUY CE,38.4,24024.65,186.15,24074.0,24000.0,18.0,14:07:41,24022.10,185.25,TIMEOUT,19.0,-0.01,-0.48,-59,BUY CE,BUY CE,BUY CE
OPEN,2026-04-30,14:08:41,24050,CE,BUY CE,38.3,24019.95,176.00,24068.0,23996.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-04-30,13:49:41,24100,CE,BUY CE,36.9,24037.00,161.05,24086.0,24013.0,18.0,14:08:41,24019.95,151.80,TIMEOUT,19.0,-0.07,-5.74,-601,BUY CE,BUY PE,BUY CE
EXIT,2026-04-30,14:08:41,24050,CE,BUY CE,38.3,24019.95,176.00,24068.0,23996.0,18.0,14:09:41,24019.95,176.00,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-04-30,14:09:41,23950,PE,BUY PE,37.5,24024.75,143.95,23977.0,24049.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,14:09:41,23950,PE,BUY PE,37.5,24024.75,143.95,23977.0,24049.0,9.0,14:10:41,24024.75,143.95,FLIP,1.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,14:10:41,24100,CE,BUY CE,37.7,24042.50,151.80,24092.0,24018.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-04-30,14:10:41,24100,CE,BUY CE,37.7,24042.50,151.80,24092.0,24018.0,18.0,14:14:41,24039.30,162.90,FLIP,4.0,-0.01,7.31,721,BUY PE,BUY CE,BUY PE
OPEN,2026-04-30,14:14:41,23950,PE,BUY PE,38.3,24024.45,142.70,23976.0,24048.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-04-30,14:15:41,24000,PE,BUY PE,38.1,24027.05,164.40,23978.0,24052.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-04-30,14:14:41,23950,PE,BUY PE,38.3,24024.45,142.70,23976.0,24048.0,9.0,14:17:41,24027.95,142.85,FLIP,3.0,-0.01,0.11,10,BUY PE,BUY CE,BUY PE
EXIT,2026-04-30,14:15:41,24000,PE,BUY PE,38.1,24027.05,164.40,23978.0,24052.0,9.0,14:17:41,24027.95,164.40,FLIP,2.0,-0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-04-30,14:17:41,24050,CE,BUY CE,38.8,24013.90,174.00,24063.0,23989.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-04-30,14:17:41,24050,CE,BUY CE,38.8,24013.90,174.00,24063.0,23989.0,18.0,14:19:41,24002.30,174.00,FLIP,2.0,-0.05,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-04-30,14:19:41,23950,PE,BUY PE,40.0,23997.55,145.90,23947.0,24023.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,14:19:41,23950,PE,BUY PE,40.0,23997.55,145.90,23947.0,24023.0,9.0,14:28:41,23989.05,156.00,TIMEOUT,9.0,0.04,6.92,656,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,14:29:41,23950,PE,BUY PE,40.1,24008.70,156.00,23956.0,24035.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,14:34:41,24000,PE,BUY PE,41.0,24032.45,165.10,23981.0,24058.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,14:29:41,23950,PE,BUY PE,40.1,24008.70,156.00,23956.0,24035.0,9.0,14:35:41,24038.40,143.75,SL,6.0,-0.12,-7.85,-796,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,14:34:41,24000,PE,BUY PE,41.0,24032.45,165.10,23981.0,24058.0,9.0,14:40:41,24059.60,150.65,SL,6.0,-0.11,-8.75,-939,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,14:41:41,24000,PE,BUY PE,39.1,24055.05,148.90,24005.0,24080.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
EXIT,2026-04-30,14:41:41,24000,PE,BUY PE,39.1,24055.05,148.90,24005.0,24080.0,9.0,14:42:41,24055.05,148.90,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
OPEN,2026-04-30,14:42:41,24100,CE,BUY CE,39.2,24070.80,169.00,24123.0,24045.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
OPEN,2026-04-30,14:43:41,24150,CE,BUY CE,40.2,24082.45,145.50,24134.0,24056.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-04-30,14:42:41,24100,CE,BUY CE,39.2,24070.80,169.00,24123.0,24045.0,18.0,14:46:41,24076.70,181.55,FLIP,4.0,0.02,7.43,816,BUY CE,BUY PE,BUY CE
EXIT,2026-04-30,14:43:41,24150,CE,BUY CE,40.2,24082.45,145.50,24134.0,24056.0,18.0,14:46:41,24076.70,157.35,FLIP,3.0,-0.02,8.14,770,BUY CE,BUY CE,BUY CE
OPEN,2026-04-30,14:46:41,24000,PE,BUY PE,40.1,24062.75,139.50,24011.0,24089.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY CE
OPEN,2026-04-30,14:50:41,23950,PE,BUY PE,42.6,24021.50,134.00,23965.0,24050.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,14:46:41,24000,PE,BUY PE,40.1,24062.75,139.50,24011.0,24089.0,9.0,14:56:41,24024.10,163.40,TIMEOUT,10.0,0.16,17.13,1554,BUY PE,BUY PE,BUY CE
OPEN,2026-04-30,14:57:41,24000,PE,BUY PE,43.2,24028.10,160.30,23975.0,24055.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,14:50:41,23950,PE,BUY PE,42.6,24021.50,134.00,23965.0,24050.0,9.0,14:59:41,24053.05,137.70,SL,9.0,-0.13,2.76,240,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,14:57:41,24000,PE,BUY PE,43.2,24028.10,160.30,23975.0,24055.0,9.0,15:00:41,24053.05,158.45,FLIP,3.0,-0.10,-1.15,-120,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,15:00:41,24000,CE,BUY CE,48.2,24022.60,204.00,24082.0,23993.0,29.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-04-30,15:00:41,24000,CE,BUY CE,48.2,24022.60,204.00,24082.0,23993.0,29.0,15:03:41,23999.50,208.00,FLIP,3.0,-0.10,1.96,260,BUY CE,BUY CE,BUY PE
OPEN,2026-04-30,15:03:41,23950,PE,BUY PE,44.8,24005.95,135.75,23948.0,24035.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-04-30,15:03:41,23950,PE,BUY PE,44.8,24005.95,135.75,23948.0,24035.0,9.0,15:04:41,24005.95,135.75,FLIP,1.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
OPEN,2026-04-30,15:04:41,24000,CE,BUY CE,46.7,24006.65,212.15,24067.0,23977.0,25.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-04-30,15:05:41,24050,CE,BUY CE,44.9,23991.60,184.75,24052.0,23962.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-04-30,15:04:41,24000,CE,BUY CE,46.7,24006.65,212.15,24067.0,23977.0,25.0,15:06:41,23991.60,212.15,FLIP,2.0,-0.06,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-04-30,15:05:41,24050,CE,BUY CE,44.9,23991.60,184.75,24052.0,23962.0,18.0,15:06:41,23991.60,184.75,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-04-30,15:06:41,24000,PE,BUY PE,46.1,23990.70,153.85,23934.0,24019.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,15:09:41,23950,PE,BUY PE,45.2,23968.30,144.60,23908.0,23998.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY CE
EXIT,2026-04-30,15:06:41,24000,PE,BUY PE,46.1,23990.70,153.85,23934.0,24019.0,9.0,15:15:41,23988.90,173.75,TIMEOUT,9.0,0.01,12.93,1294,BUY PE,BUY PE,BUY PE
OPEN,2026-04-30,15:16:41,24000,PE,BUY PE,46.5,23989.05,165.90,23933.0,24017.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-04-30,15:09:41,23950,PE,BUY PE,45.2,23968.30,144.60,23908.0,23998.0,9.0,15:17:41,24001.80,144.75,SL,8.0,-0.14,0.10,10,BUY PE,BUY PE,BUY CE
